time,n_source,od,fluorescence,phi,growth_rate,production_rate
0.549444444,Glu,0.096816667,8.833333333,93.94152096,0.265424999,37.90662528
0.823888889,Glu,0.101783333,9.333333333,94.798622,0.197992243,13.28968533
1.098611111,Glu,0.1074,10.16666667,97.2344421,0.185571633,22.10744736
1.373333333,Glu,0.11525,11.16666667,99.54604404,0.250572082,32.34434555
1.647777778,Glu,0.1221,11.5,96.32903309,0.306059507,31.15753704
1.9225,Glu,0.126266667,12.5,100.3321157,0.341627115,24.78725112
2.197222222,Glu,0.133083333,13.16666667,100.2252604,0.396436497,27.46432809
2.471666667,Glu,0.138416667,13.5,98.90543621,0.374193556,30.86111951
2.746388889,Glu,0.145316667,14.5,100.7875931,0.434016015,29.74020557
3.021111111,Glu,0.156583333,16.16666667,103.6094229,0.485148047,23.30699711
3.295555556,Glu,0.168066667,16.83333333,100.0064216,0.467561658,32.4827524
3.570277778,Glu,0.184783333,18,97.12600615,0.500869529,22.90466218
3.845,Glu,0.203183333,19,93.23273836,0.445263897,29.74431821
4.119444444,Glu,0.223033333,20.5,91.60330845,0.518255867,19.47614878
4.394166667,Glu,0.249333333,21.66666667,86.55750521,0.428979731,21.79814514
4.668888889,Glu,0.275016667,23,83.40008883,0.411578443,21.81812814
4.943333333,Glu,0.3074,24.66666667,80.04350071,0.33550445,13.77328166
5.218055556,Glu,0.339966667,26,76.31372591,0.323438563,19.72927315
5.492777778,Glu,0.368783333,27.33333333,73.90019977,0.290034466,14.9073559
5.767222222,Glu,0.398566667,28.83333333,72.36384452,0.223215946,9.467911331
6.041944444,Glu,0.427383333,30.33333333,70.85872767,0.222448541,18.53200062
6.316666667,Glu,0.462183333,32,69.09527335,0.217488678,13.31943027
6.591111111,Glu,0.493233333,33.83333333,68.57168134,0.174366352,13.62726966
6.865833333,Glu,0.520566667,35.33333333,67.83285588,0.16324869,10.40441424
7.140555556,Glu,0.53885,36.83333333,68.30776147,0.132412345,12.25705763
7.415,Glu,0.5668,38.66666667,68.12639185,0.079938354,12.90110212
7.689722222,Glu,0.592583333,39.83333333,67.15857171,0.082195852,9.398736044
7.964444444,Glu,0.612766667,42,68.49885636,0.095322976,9.113865543
8.238888889,Glu,0.63135,43.83333333,69.35799983,0.069864797,8.88823401
8.513611111,Glu,0.6502,45.66666667,70.16779926,0.05805991,7.914240492
8.788055556,Glu,0.662883333,48,72.33519638,0.053195594,6.370220786
9.062777778,Glu,0.669433333,49.5,73.8806336,0.059378874,5.575455746
9.3375,Glu,0.677716667,50.83333333,74.94444559,0.048546237,6.513486707
9.611944444,Glu,0.6851,52,75.91058038,0.049160164,5.450514555
9.886666667,Glu,0.69695,53.5,76.79562127,0.03893455,6.199018533
10.16138889,Glu,0.707616667,54.83333333,77.53234459,0.039931436,0.83394818
10.43583333,Glu,0.720183333,55.83333333,77.56166646,0.019415892,3.500473593
10.71055556,Glu,0.724733333,55.33333333,76.38973412,0.013762158,2.547680262
10.98527778,Glu,0.728716667,56.66666667,77.83420418,0.00615074,3.244438428
11.25972222,Glu,0.731883333,56.83333333,77.72025698,-0.000393566,2.580877798
11.53444444,Glu,0.734466667,58,79.06524125,0.020352056,1.665713585
11.80916667,Glu,0.738083333,58.16666667,78.97002963,0.017001115,3.965383676
12.08361111,Glu,0.737266667,58.5,79.5144134,0.031076421,0.992853307
12.35833333,Glu,0.74505,59,79.32215676,0.006497869,3.315076967
12.63305556,Glu,0.74705,59.83333333,80.27473245,0.013668116,3.048804704
12.9075,Glu,0.749716667,60,80.24397097,0.034908042,3.314320663
13.18222222,Glu,0.7564,60.5,80.14803161,0.024760119,1.586386875
13.45694444,Glu,0.758216667,60.83333333,80.4092136,0.028335797,4.075309047
13.73138889,Glu,0.7644,61.66666667,80.82617801,0.023368857,0.112554751
14.00611111,Glu,0.7713,62.33333333,80.98280065,0.018470533,3.91535089
14.28083333,Glu,0.77835,63.33333333,81.49514998,0.021876832,1.546447752
14.55527778,Glu,0.78105,63.83333333,81.87534424,0.031861878,3.875874256
